Source,Verb,PreContext,Target,PostContext,Embedding,Conjunction_inf,MatTense,MatPers,MatNum,MatAspect,SubTense,SubPers,SubNum,SubAspect,Rating1,Rating2,Rating3,Comment
RNC,мечтать,"Эдуарду Рекку оставалось выбирать лучшее для дочери. И когда Марике одновременно с отличным туром по Америке предложили контракт с киностудией, импресарио-отец понял, что наступил ее звездный час, и подписал контракт с «Уфа», несмотря на отчаяние дочки, мечтавшей вернуться в Нью-Йорк.","Если ты всю жизнь мечтаешь быть третьей слева в каком-нибудь ревю, то поезжай в турне.","Но если твоя цель – прославиться на весь мир, твое будущее – кино», – объявил Эдуард. Марике казалось, что она ненавидит кино.",conditional,inf,present,second,singular,ipf,inf,inf,inf,ipf,-2,-2,-2,
RNC,мечтать,"Они, между прочим, не совпадают. В общих обычно лидируют Кембридж и Оксфорд, за ними следуют Лондонская школа экономики, Империал-колледж — это самые престижные университеты.","Но если вы мечтаете изучать бизнес и менеджмент, то самое лучшее образование вы получите отнюдь не в Кембридже с Оксфордом (которые в рейтинге по бизнес-специальностям даже в первую двадцатку не входят), а в Манчестерском университете наук и технологий (1-е место), Ланкастерском и Уорвикском университетах (2-е и 3-е места, соответственно), а также в Лондонской школе экономики.","Выбрав университет, выясните, какие колледжи партнерствуют с этим университетом, чьи выпускники были приняты в университет в последние 2-3 года. И это все.",conditional,inf,present,second,singular,ipf,inf,inf,inf,ipf,0,1,0,
RNC,мечтать,"Кто-то из ваших коллег и близких людей может сильно повлиять на события, которые будут происходить в вашей жизни в ближайшее время. Они избавят вас от возможных проблем и трудностей.","Если вы одиноки и мечтаете разорвать этот порочный круг, проведите первые три дня недели в веселой дружеской компании: некоторые Тельцы именно там встретят свое счастье.","Постарайтесь избавиться от внутренних противоречий, четко ответьте себе на вопрос: какой именно вы хотите видеть свою жизнь. Определенность желаний и планов приблизит вас к цели.",conditional,inf,present,second,singular,ipf,inf,inf,inf,pf,1,1,1,
RNC,мечтать,"А оно необходимо лишь для того, чтобы указать номер региона, который должен быть проставлен на марке. Например, если речь идет о каком-нибудь предприятии из Волгограда, регион номер 34, появляется цифра «34».","Если клиент мечтает разжиться столичными марками, то он называет, например, Московский шарикоподшипниковый завод, и на марке, помимо индивидуального номера, ставится цифра «77».","Позвонивший Филу Анзор Дзамихов просил десять тысяч акций Нижегородского завода керамической игрушки. Это означало, что спустя два-три часа он получит ровно десять тысяч акцизных марок, на которых будет стоять номер города Нижний Новгород, а именно цифра «52».",conditional,inf,present,third,singular,ipf,inf,inf,inf,pf,1,0,0,
RNC,мечтать,"Помимо традиционных для клубных музыкантов синтезаторов, вертушек и микшеров, Up, Bustle & Out использовали в записи и «живые» испанские гитары, конги, флейты, а также женский вокал в традиционном латиноамериканском стиле и сэмплы голоса самого Че. Понятно объясняю?","Ну а если вы всегда мечтали потанцевать с друзьями под «пламенного экспортера революции» в сопровождении вокально-инструментального ансамбля, у вас есть теперь такая возможность.","Я делать этого не стал, но пошел в книжный магазин «Москва» на Тверской и купил в комплект к пластинке книгу Жана Кормье «Че Гевара» из серии «След в истории». Буду теперь читать про партизан и слушать Guitarra Por La Revolucion одновременно.",conditional,inf,past,second,singular,ipf,inf,inf,inf,pf,1,1,1,
RNC,мечтать,"Но на ВПР в Елизово надо иметь на борту топлива аж до Магадана, плюс еще на 30 минут полета — это тонн 12-15; я не знаю их расхода. И что — не хватило даже до аэродрома назначения?","Если я всю жизнь мечтал построить детям двухкомнатную квартиру, а у меня нет даже на первоначальный взнос…","а тут, допустим, предлагают взять лишний груз и суют в руки, ну, миллионов 50… Главная причина всех катастроф нынче — неуверенность летчиков в завтрашнем дне, низкая и нерегулярная зарплата…",conditional,inf,past,first,singular,ipf,inf,inf,inf,pf,-3,-2,-2,
RNC,мечтать,"Было бы крайней вульгаризацией утверждать, будто идейная элита, о которой я говорил, уже тогда была «пятой колонной» Запада. Это была среда карьеристов, конъюнктурщиков, ловкачей и т.д., складывавшаяся по законам советской системы.","Если кто-то из них и мечтал разрушить коммунизм в Советском Союзе, то не думал, что это скоро удастся.","Они служили советской системе и наживались за ее счет. Они стали одной из предпосылок «пятой колонны» Запада, когда это стало безопасно и выгодно для них.",conditional,inf,past,third,singular,ipf,inf,inf,inf,pf,0,0,0,
RNC,мечтать,Не в доме счастье. Я этого не сказала.,"Если бы я так мечтала заполучить этот дом, я бы развела Сергея Ивановича с женой, развелась бы сама и переписала строение на себя.","Но мы, видите ли, сдуру обвенчались и теперь делаем вид, что понесем свой крест до конца... Я тебя много раз просила, не обсуждать мое семейное положение.",conditional,inf,past,first,singular,ipf,inf,inf,inf,pf,-3,-3,-3,
RNC,мечтать,"Слушаю я и понимаю: недаром генеральный директор «Востока» награжден значком «Отличник народного просвещения». Хотя по размерам и по финансовым возможностям предприятие заметно уступает соседям — гигантам машиностроения и нефтехимии, именно сюда, на «Восток», идут и едут за опытом организации внешкольной работы с детьми.","Если мальчишка мечтает собрать транзистор или научиться столярному ремеслу, после уроков его путь лежит в Клуб юных техников.","Давно вынашивали текстильщики идею создания именно такого клуба, где под одной крышей занимались бы ребята, интересующиеся техникой. Но где найти такую крышу?",conditional,inf,present,third,singular,ipf,inf,inf,inf,pf,1,0,0,
RNC,мечтать,"Наши поэты и художники даже и старушек всех в Италии приметили и приветствовали, не говоря уже о прочих драгоценностях.","Итальянец нас презирает, и как было б смешно итальянцу, если кто-нибудь мечтал из них поехать в Россию!","Климат? Дело не в итальянском климате и не в русском, дело в искусстве, и в искусстве западном преимущественно, в магическом почти влиянии западной культуры на нашу.",conditional,inf,past,third,singular,ipf,inf,inf,inf,pf,-3,-2,-2,
RNC,мечтать,"По-твоему, стихи в пуховике писать надо? А ежели душа у меня кипит?","Если вот мечтаю означить, как мы, голодные, холодные, по пескам перли!","Все выложить, чтоб у людей в грудях сперло. Я всю кровь в их вкладаю.",conditional,inf,present,first,singular,ipf,inf,inf,inf,pf,1,2,1,
RNC,мечтать,"Она мечтала о казни Аньки, как мечтают о свидании с любовником. Она мечтала и придумывала, как велит истерзать его, извести.","И при этом млела, как если бы мечтала о том, как будет обнимать и целовать его.","И кончилось тем, что она надумала своему бывшему любимцу такую казнь, какую не придумал бы никогда сам строгий и грозный Аникита Ильич. Впрочем, он всегда говорил: — Людей наказывать должно — это учение.",conditional,как,past,third,singular,ipf,future,third,singular,ipf,-3,-3,-3,
RNC,мечтать,"Абрам снова по целым дням думал об Уле. Он понял теперь, что никто никогда не любил и не полюбит его так, как эта светлоокая, кроткая и безгранично преданная девушка.","И если Абрам часто мечтал избавиться когда-нибудь от монастыря, то еще чаще мечтал о том, как он разыщет свою Улю, обвенчается и снова заживет с ней в мире и любви.","Было одно существо на Москве, которое, слыша каждый день о новых покойниках, видя всякий день, как провозили мимо окон дома телеги, наполненные страшными полуголыми мертвецами, не боясь черной смерти, даже не думало о ней и, наконец, во время трех страшных дней буйства черни, не боялось выходить на улицу прогуляться и подышать чистым воздухом. Это бесстрашное существо была тихая, безобидная, но теперь будто Богом обиженная Уля.",conditional,inf,past,third,singular,ipf,inf,inf,inf,pf,1,1,1,
RNC,мечтать,"Мне не удалось выучить французский, а я всю жизнь мечтала говорить на языке Дюма, пусть теперь Ванечка осваивает всякие «бонжуры». Нечего ему об истории думать!","Спрашивается, если ты мечтала говорить на иностранном языке, то при чем тут бедный Ваня, желающий изучать быт рыцарей?","Если даже он освоит французский, в твоей-то голове знаний не прибавится. Иван Якунин задумал сделать из сына гениального рисовальщика.",conditional + question,inf,past,second,singular,ipf,inf,inf,inf,ipf,-3,-3,-3,
RNC,ждать,"Ага! Довыручались до того, что без гроша в кармане остались, — Коньков упорно глядел на Вилкова, ждал от него ответа.","И Вилков ответил: — Капитан, если вы ждете, что мы начнем клепать друг на друга, так напрасны ваши ожидания.","Этого не будет. Мы все вместе работали, вместе и отвечать будем.",conditional,что,present,second,singular,ipf,future,first,plural,pf,-3,-3,-3,
RNC,ждать,"Не хочу сказать этим о ней ничего плохого, да и о себе, пожалуй, тоже. Задним числом предпочел бы, чтоб этого не было, но это было.","И если ты ждала от меня, что я тебя спрошу о чем-то таком же, будем считать, что я уже спросил, а ты ответила.",Хорошо? — Для меня даже слишком хорошо.,conditional,что,past,second,singular,ipf,future,first,singular,pf,-3,-3,-3,
RNC,ждать,Даже двум людям бывает трудно сойтись из-за разницы вкусов и характеров. Как же вы уживаетесь вчетвером?,"Уживаться гораздо легче, если мы не ждем, что другой должен стать твоей исключительной собственностью.",Возьмите дружеские компании. Многие из них держатся десятилетиями.,conditional + negation,что,present,first,plural,ipf,present,third,singular,ipf,-3,-3,-3,
RNC,ждать,"Думал — а сказала первой она… Это лишь очередь, формальность, ничего не отменяющая, кроме какой-то регистрации, пропустят, снова подадут заявление, лучше перенести, весной, ей нужно время прийти в себя…","Но что, если она ждала услышать другое?..","Об этом не думал почему-то. Хотела начать все сначала, а он чего хотел?",conditional + question,inf,past,third,singular,ipf,inf,inf,inf,pf,-3,-3,-3,
ao3,побояться,"*
Когда рассвет вызолотил комнату, Грантер наконец-то оторвался от полотна, с беззвучным стоном разминая плечи. Анжольрас заворочался, судя по скрипу кровати.","Грантер побоялся, что свет его разбудит, и торопливо поднялся, чтобы задернуть шторы, но тут его взгляд упал на спящего Анжольраса, который, повернувшись к свету, подставил ему лицо, так и не просыпаясь.","Сердце Грантера заколотилось быстрее. Забыв про штору, он схватил альбом со стола и, подкравшись, опустился на колени у постели.",no,что,past,third,singular,pf,future,third,singular,pf,2,2,2,
ao3,побояться,— У тебя сломаны несколько пальцев и рана на лице.— Где Комбефер? — хрипло спросил Грантер.,"В полумраке глаза Анжольраса блеснули тускло-синим.— Я побоялся идти на поиски, — признался он.","— В лучшем случае, он в деревне или уже ищет нас... — Он замолк. Что было «в худшем случае», они оба знали и так. — Нужно вправить тебе пальцы.Грантер все-таки сел, привалившись правым плечом к покатой стене.",no,inf,past,first,singular,pf,inf,inf,inf,ipf,-3,-3,-3,
ao3,побояться,"В тени пришедших с ветром облаков Курфейрак вновь напоминал призрака, даже в большой степени, чем в их прошлую встречу. Его темная одежда сливалась со стеной позади него, и только края рубашки да бледное лицо выделялись мутными пятнами.","Мариус хотел пожать ему руку, но побоялся, что его ладонь пройдет насквозь.","– Мы еще увидимся? – на этот вопрос равнодушия ему не хватило, и он прозвучал почти умоляюще.",no,что,past,third,singular,pf,future,third,singular,ipf,2,1,1,
ao3,побояться,"Повернувшись, чтобы посмотреть на Малфоя, Гарри увидел, что тот замер, опустив голову. Он просто стоял, угрюмо уставившись в стол.
— Возвращайся к работе, — потребовал Алби, но Малфой продолжил стоять на месте.","Гарри нахмурился, не понимая, почему Малфой не побоялся высказаться против так называемого Героя волшебного мира, но пред лицом злобного гномоподобного нанимателя вдруг растерял всё своё красноречие, а лицо его снова приобрело тот же трупный оттенок.","— Всё уже сделано, — ответил за него Гарри. — Гарри Поттер, — произнёс Алби с фальшивым дружелюбием в голосе.",negation,inf,past,third,singular,pf,inf,inf,inf,pf,3,3,3,
ao3,побояться,"— О, Паркинсон, а чего ты сразу за принца Гарри не собралась выходить? — громко сказала Джинни.","— Малфои — это что-то мелко, или ты побоялась, что принц твоей рожи испугается?","— Ты вообще молчи, нищенка, — выплюнула та. Джинни помрачнела.",no,что,past,second,singular,pf,future,third,singular,pf,2,2,2,
ao3,побояться,"– Доброе утро, Северус, Гарри… вы оба – чертовски сильные волшебники, – улыбнулся мистер Уизли, – это было неизбежно, так что волноваться не о чем. Профессор зелий, позволил себе легкую улыбку, после чего вышел в сад, а спустя пятнадцать или двадцать минут все было приведено в порядок.","Артур горячо поблагодарил его за помощь, а Принцы, в свою очередь, поблагодарили его за приют, хлопоты и помощь, что он не побоялся оказать.","Они уже собирались уходить, как на пороге появилась супруга Артура – Молли Уизли вместе с дочерью. Такая встреча не сулила ничего хорошего никому, однако отступать было некуда.",negation,inf,past,third,singular,pf,inf,inf,inf,pf,3,3,3,
ao3,побояться,Мне и одного раза хватило. Я на это заявление промолчала.,"Хотя, очень хотелось спросить ехидно: «Папочка побоялся запачкать свою дорогую мантию?».","Боюсь, что такие комментарии совсем бы выбивались из образа Эйлин. - Разумеется, - я откинулась на кожаную спинку сиденья.",question,inf,past,third,singular,pf,inf,inf,inf,pf,-3,-3,-3,
ao3,побояться,Гидеон пожал плечами. - Четверть часа где-то.,Я побоялся накладывать на нее мощные сонные чары.,"Отлично, как раз успеем. Я кивнула и подошла к Северусу.",no,inf,past,first,singular,pf,inf,inf,inf,ipf,-3,-3,-3,
ao3,побояться,— И?.. — Они же не помнят меня.,Я побоялась снимать с них обливиэйт сама.,"Мне страшно, Гарри, — она посмотрела в упор на Поттера. В её глазах заблестели слёзы.",no,inf,past,first,singular,pf,inf,inf,inf,ipf,-3,-3,-3,
ao3,побояться,"— Вот потому и не видел, — подмигнул Рону Роджер. — Не волнуйся, я гей и на Гермиону не посягаю.","Рядом поперхнулся Чарли, и Гарри побоялся поворачивать голову в его сторону.","Не хотел видеть ту самую искру, после которой по комнате полетит исподнее. — Это радует, но ты всё же отойди от него, милая, — попросил Рон и ухватил девушку за локоть.",no,inf,past,third,singular,pf,inf,inf,inf,ipf,-3,-3,-3,
ao3,побояться,"Может быть…
— Конечно. Мы очень важная семья.","— Но я… — Гарри собирался сказать, что он испугался, но побоялся, что мальчик его засмеёт.","— Я его звал. И мистер… человек, который привёл меня сюда, сказал, что Сириус будет ждать меня здесь.",no,что,past,third,singular,pf,future,third,singular,pf,2,1,1,
ao3,побояться,"— Убийства — не то, чем я когда-либо хотел заниматься. Тебе ли не знать, как это тяжело.","— Знаю, поэтому и не побоялся тебя напугать, — удовлетворенно вернулся Гарри к тому, с чего они начали, и передвинул кольцо из рук на талию мужчины, так как за плечи обнимать стало неудобно.","В общем-то это нисколько его не разочаровало. Больше Северус не удивлялся своему бесспорно терпимому отношению к выходкам Гарри, пусть даже ощущал, как мышцы во всем теле натягиваются, словно тетива лука.",negation,inf,past,first,singular,pf,inf,inf,inf,pf,3,3,3,
ao3,побояться,"Во время первой половины «мирной» беседы ему удалось как следует прощупать чары на оковах и распорке. Ничего сложного, за исключением подавляющего магию наворота — с ним-то пришлось повозиться чуть дольше.","Видимо, поэтому Декстер не побоялся оставить Гарри без клятв (это только пока) и в сознании.","Лязгнул замок, и железки, покачиваясь, повисли в воздухе. Прислушавшись к звукам снаружи, Поттер позволил себе щелчком пальцев сотворить парящего светлячка.",negation,inf,past,third,singular,pf,inf,inf,inf,ipf,3,3,3,
ao3,побояться,"А другая часть меня уже начала воображать, какой была его загадочная избранница. Я попыталась выкинуть настырные мысли из своей головы, когда заметила на себе пристальный изучающий взгляд Уизли.","Я побоялась, что он сможет прочесть мои мысли и резко отвела взгляд в сторону.","— Что будете пить? — перевел тему Фил, заметив напряжённость между нами.",no,что,past,first,singular,pf,future,third,singular,pf,2,1,1,
ao3,побояться,"Вдохнув полной грудью и одарив посетителей своей самой приветливой улыбкой, я села за рояль. Кто-то заранее уже открыл крышку для меня, перед глазами стояли нотные листы, исписанные мной же.","Никто и правда ничего не трогал во время моего отсутствия, наверное, просто побоялись перепутать порядок листов.","Я размяла пальцы перед игрой и плавно провела по хрупким клавишам от конца до начала, чтобы немного разогреть заинтересованный зал. Разговоры вмиг прекратились и превратились в тихий еле уловимый фон: все ждали меня. В последний раз символически обернувшись к людям в поиске того самого лица, я немного разочарованно вернулась и втупилась в ноты.",modal,inf,past,third,plural,pf,inf,inf,inf,pf,2,2,2,
ao3,побояться,"От одной мысли, что его Северус будет арестован и отправлен в Азкабан, становилось дурно, к горлу подкатывала кислота. Пришлось собраться с мыслями, приложить массу сил, чтобы дать понять, что иначе поступить было невозможно, что директор умирал, и этот акт убийства был лишь шагом навстречу, выполнением последней воли умирающего, с целью облегчить его уход.","Спасибо Невиллу, что тоже не побоялся выступить в защиту директора Хогвартса.","Он прекрасно понимал, на что шел Снейп, отправляя наказанных к Хагриду, выполнять работы по уходу за животными и сбору ингредиентов в Запретном лесу, и чем рисковал, тайно передавая зелья и мази для лечения ран, синяков и последствий круциатусов. Аппарировав из министерского Атриума прямо в приемный покой больницы Поттер, предвкушая радостную встречу, через две ступени поскакал на четвертый этаж, где в отделении «Травм, причиненных магическими существами» лежал Северус.Пробегая по лестничной площадке третьего этажа Гарри по привычке поднял взгляд, читая название отделения и отшатнулся.",negation,inf,past,third,singular,pf,inf,inf,inf,pf,3,3,3,
ao3,побояться,Вампир рассмеялся и с лёгкостью оторвал её от пола. Плечо просто разрывалось от боли.,— И ты всё равно не побоялся сюда прийти?,"Даже думая, что это вызов? — парировал он, снова дёрнув Грейнджер вверх.",question,inf,past,second,singular,pf,inf,inf,inf,pf,3,3,3,
ao3,побояться,"Отовсюду то и дело раздавались громкие смешки — всех веселило, что Ремус был едва способен тащить котёл. Он нёс его за ручку, и тот то и дело ударялся ему об ногу, расплёскивая воду вокруг.","Котёл был таким огромным, а Ремус — таким маленьким... Он хотел было поставить его на пол и поднять обеими руками, но побоялся, что может оставить вмятину, если стиснет его со всей силы.","Этого Ремус допустить не мог, а потому ему ничего не оставалось, кроме как продолжать тащить котёл, пока—
Кто-то подошёл к нему и перехватил ручку котла, поднимая его вверх. Ремус с удивлением оглянулся и обнаружил рядом Блэка.",no,что,past,third,singular,pf,future,third,singular,pf,2,1,1,
ao3,побояться,"— А идти до гриффиндорской башни не меньше четырёх, — ответил староста. — К тому же, ты ведь, поди, и не знаешь, в какой она стороне.","Ремус не мог сказать, что шёл по запаху, и побоялся потерять ещё больше очков, если продолжит спорить.","Ворча себе под нос, он пошёл дальше и, стоило старосте скрыться из виду, Ремус вновь бросился бежать. Он оказался перед портретом дамы в розовом платье ровно в ту секунду, когда часы пробили семь.",no,inf,past,third,singular,pf,inf,inf,inf,pf,2,2,2,
ao3,побояться,"Может, она также строга со всеми остальными. Она бы не стала выдумывать повод, чтобы снизить мне оценку только потому, что я оборотень, так ведь? Хотелось бы ему иметь достаточно смелости, чтобы спросить Эванс, какую отметку получила она...","Ремус побоялся идти в библиотеку после ужина — как бы сильно ему того ни хотелось — и провёл весь вечер в спальне, усердно работая над заданиями и пытаясь наверстать пропущенное.","Он по-прежнему что-то строчил, когда другие мальчишки начали возвращаться в общежитие. Сначала Стразерс и Спиннет, за ними Петтигрю, и, наконец, Поттер с Блэком.",no,inf,past,third,singular,pf,inf,inf,inf,ipf,-3,-3,-3,
ao3,побояться,"Трое мальчиков отступили, покидая парк, оставляя Гарри одного на детской площадке. Убедившись, что они ушли, Гарри, хромая, подошёл к скамейке и сел. После осмотра себя, всё действительно выглядело не так уж и плохо.","Они пнули его несколько раз, но побоялись приблизиться, так что удары были не очень сильными.","Худшие из его ран были в тех местах, где он падал на бетон. Гарри провёл пальцами по старым болячкам на коленях, счищая грязь с новых открытых участков.",no,inf,past,third,plural,pf,inf,inf,inf,pf,-3,-3,-3,
ao3,побояться,"— Хочу сказать, что была очень впечатлена Вами, Гарри, — вновь хлопнула она меня по ладони в лучших традициях Дорин. — Очень впечатлена!","И рада, что Вы не побоялись принять вызов — это стоило того!","Уже пару лет я не ощущала бурлящего в крови азарта! Наверное, со стороны им виднее.",negation,inf,past,second,plural,pf,inf,inf,inf,pf,3,3,3,
ao3,побояться,"— он покачал головой и едва слышно прошептал: — Она же обещала…
— Не вини её, — попросил Гарри. — Мы говорили о твоей магии, и я жутко разозлился из-за того, как несправедливо Министерство отобрало у тебя и деньги, а ты не заслуживал ни того, ни другого.","МакГонагалл пришлось всё мне рассказать, потому что она побоялась, что я ворвусь в Министерство, на кого-нибудь наору, и у тебя из-за этого будут неприятности.",Драко в шоке отпрянул от него. — А ты бы это сделал?,no,что,past,third,singular,pf,future,first,singular,pf,2,1,2,
ao3,побояться,"Звучит больно. — Да, ну, это определенно не худшее, что со мной случалось, — Римус указал на своё лицо.","— Я хотела спросить, но побоялась показаться грубой.","Римус пожал плечами. — Последние лет десять меня об этом спрашивает каждый ребёнок, которого я вижу в продуктовом.",no,inf,past,first,singular,pf,inf,inf,inf,pf,2,2,2,
ao3,побояться,"Драко задумался. Нахмурив брови, он лихорадочно боролся с собой: с одной стороны, он никогда не делился чем-то таким с другими людьми, он не привык этого делать, не привык показывать свои эмоции, чувствуя себя ужасно незащищенным, но с другой стороны, это же Гарри.",Он не побоялся поделиться с ним чем-то сокровенным около заколдованного Большого Зала.,"Он сказал, что Драко всегда будет в безопасности здесь, и Драко устал не доверять людям. — Ну, если это поможет.",negation,inf,past,third,singular,pf,inf,inf,inf,pf,3,3,3,
ao3,побояться,"Конечно, она знает, что именно та пыталась описать — потому что сама испытывает то же самое в присутствии Поттера. Впрочем, это чувство не вызывает в ней ни страха, ни отвращения.","Гермиона не побоялась прийти к Гарри за помощью, осталась на ночь в его доме — и до сих пор невредима.","В конце концов, все отбрасывают тень. — Эй, Грейнджер, — зовёт Панси, прикрывает ладонью микрофон.",negation,inf,past,third,singular,pf,inf,inf,inf,pf,3,3,3,
ao3,побояться,"— Ишь чего удумал, свои вывел — на чужие покушается! — развеселилась Федора.","— У него, не поверишь, своих не было никогда, — вступилась за товарища Иванна; она хотела было ввернуть их стандартную шутку о том, что за недостаточностью улик Янко никогда не обвиняли в убийстве престарелого родственника шанцевым инструментом, но побоялась, что придётся делать долгую культурологическую справку для Мойры.","— А-а, так это он от зависти! Приблизительно через полчаса на крышу выбралась и Адя, так же первым делом отметив новую Федорину причёску.",no,что,past,third,singular,pf,future,-,-,pf,2,2,2,
ao3,побояться,"Елизавета по примеру зятя выдала дочери нагоняй и приветственные объятия, после чего доложила, что несколько дней Снейп побудет без сознания, но в целом прогноз хороший. Иванна заглянула в комнату, куда Снейпа переместили после операции.","Укрытый целительским одеялом, из-под которого выглядывал ворот елизаветиной пижамы с кошечками (Елизавета собиралась сначала одеть его в пижаму мужа, но побоялась, что он в ней утонет), Снейп был пугающе похож на голема, но Иванна слова матери подвергать сомнению не стала и пошла на кухню, где все, за исключением всё ещё отсутствующего Мирослава, уже ждали её, чтобы обменяться подробностями.","Доктора тоже видно не было — Елизавета сказала, что он отсыпается в гостевой спальне. — Миша был блестящим интервенционным хирургом, он врач в третьем поколении, мы с его отцом давным-давно по работе пересекались — мне одно время случилось по госпиталям поработать, — пояснила она для Смитов.",no,что,past,third,singular,pf,future,third,singular,pf,2,2,2,
ao3,побояться,"Вот я же говорю, зануда. Дор, подай мне, пожалуйста, канистру с зельем.","— Я побоялся, что она не поймет и отыграется на ребенке, — хмыкнул Фрэнк, закидывая очередной обрезанный гвоздь в горлышко бутылки.","— Да куда ты так резко льешь?! Хочешь, чтоб здесь же и рвануло?!",no,что,past,first,singular,pf,future,third,singular,pf,2,2,2,
ao3,побояться,"Нет, он был тёмной тварью, проклятой тёмной тварью, и не скрывал этого. Он использовал это.","Он не побоялся это использовать — и ему, Ремусу, тоже давно пора перестать бояться.","Да, он больше не будет собой. Он повернется лицом к тому, от чего все это время пытался прятаться, и раскроет объятия.",negation,inf,past,third,singular,pf,inf,inf,inf,pf,3,3,3,
ao3,побояться,"— Ты ни в чем не виноват, — тихо, но твердо произнес Поттер, когда вымотанный борьбой юный волшебник притих. — Ты сделал больше, чем кто-либо мог вообще сделать в той ситуации.","Ты не побоялся пойти против вожака, не побоялся перед лицом смерти, не побоялся уйти в ночной лес, быть снаружи в гнилые дни и ночи, ты поступил как настоящий мужчина.","В тебе нет ни капли трусости, никогда не было. Дело не в том, что ты оборотень или альфа, это твоя сильная личность.",negation,inf,past,second,singular,pf,inf,inf,inf,pf,3,3,3,
ao3,побояться,"Или Нотта нужно было предварительно сводить куда-нибудь пообедать? Омега не особо горел желанием тратить свое время еще и на сближение, почему нельзя просто приказать утеснить отношения?","Приказ обозначит притворство, игру, как Теодор и поступал с мужем до некой точки их искренности, Том ее прослеживал, но не уловил того момента, когда они стали приятелями, и Гарри даже не побоялся отстоять честь друга перед сумасшедшей мразью.","— «Ты», — спокойно повторил Том, поднимая голову и опаляя непонимающего Пожирателя Смерти серьезным взглядом. — Наедине и рядом с Гарри можешь обращаться ко мне по имени.",negation,inf,past,third,singular,pf,inf,inf,inf,pf,3,3,3,
